"","X","SPOSTMIN","DAYOFWEEK","WEEKOFYEAR","MONTHOFYEAR","HOLIDAYPX","HOLIDAYM","WDWEVENT","WDWRACE","WDWMAXTEMP","WDWMINTEMP","WDWMEANTEMP","EPEVENT","AKEVENT","INSESSION_ENROLLMENT","INSESSION_WDW","INSESSION_DLR","INSESSION_SQRT_WDW","INSESSION_SQRT_DLR","INSESSION_CALIFORNIA","INSESSION_DC","INSESSION_CENTRAL_FL","INSESSION_DRIVE1_FL","INSESSION_DRIVE2_FL","INSESSION_DRIVE_CA","INSESSION_FLORIDA","INSESSION_MARDI_GRAS","INSESSION_MIDWEST","INSESSION_NY_NJ","INSESSION_NY_NJ_PA","INSESSION_NEW_ENGLAND","INSESSION_NEW_JERSEY","INSESSION_NOTHWEST","INSESSION_PLANES","INSESSION_SOCAL","INSESSION_SOUTHWEST","MKEMHMORN","MKEMHMYEST","MKEMHMTOM","MKEMHEVE","MKHOURSEMH","MKHOURSEMHYEST","MKHOURSEMHTOM","MKEMHEYEST","MKEMHETOM","EPEMHMORN","EPEMHMYEST","EPEMHMTOM","EPEMHEVE","EPEMHEYEST","EPEMHETOM","EPHOURSEMH","EPHOURSEMHYEST","EPHOURSEMHTOM","HSEMHMORN","HSEMHMYEST","HSEMHMTOM","HSEMHEVE","HSEMHEYEST","HSEMHETOM","HSHOURSEMH","HSHOURSEMHYEST","HSHOURSEMHTOM","AKEMHMORN","AKEMHMYEST","AKEMHMTOM","AKEMHEVE","AKEMHEYEST","AKEMHETOM","AKHOURSEMH","AKHOURSEMHYEST","AKHOURSEMHTOM","MKHOURS","MKHOURSYEST","MKHOURSTOM","EPHOURS","EPHOURSYEST","EPHOURSTOM","HSHOURS","HSHOURSYEST","HSHOURSTOM","AKHOURS","AKHOURSYEST","AKHOURSTOM","MKDAYSBEFORENONEVENT","MKDAYSSINCENONEVENT","MKEVENTSTREAK","MKEVENTSTREAK_F","WDWMINTEMP_MEAN","WEATHER_WDWHIGH","WEATHER_WDWLOW","WEATHER_WDWPRECIP","CAPACITYLOST_MK","CAPACITYLOST_EP","CAPACITYLOST_HS","CAPACITYLOST_AK","CAPACITYLOSTWGT_MK","CAPACITYLOSTWGT_EP","CAPACITYLOSTWGT_HS","CAPACITYLOSTWGT_AK","EP09CAPACITY","HS20CAPACITY","MKPRDDAY","MKPRDNGT","MKFIREWK","EPFIREWK","HSPRDDAY","HSPRDDT1","HSPRDDN","HSFIREWK","HSSHWNGT","HSFIREWKS","AKPRDDAY","AKPRDDT2","AKFIREN","AKSHWNGT","HOLIDAY 0","HOLIDAY 1","SEASON 1","SEASON 3","SEASON 5","SEASON 7","SEASON 9","SEASON 10","SEASON 11","SEASON 12","SEASON 13","SEASON 14","SEASON 15","SEASON 16","SEASON 17","WDW_TICKET_SEASON 1","WDW_TICKET_SEASON 2","WDW_TICKET_SEASON 3","WDWSEASON 1","WDWSEASON 2","WDWSEASON 3","WDWSEASON 4","WDWSEASON 5","WDWSEASON 6","WDWSEASON 7","WDWSEASON 8","WDWSEASON 9","WDWSEASON 10","WDWSEASON 11","WDWSEASON 12","WDWSEASON 13","WDWSEASON 14","WDWSEASON 15","WDWSEASON 16","WDWSEASON 17"
"5886",5886,50,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5887",5887,40,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5888",5888,25,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5889",5889,40,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5890",5890,40,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5891",5891,40,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5892",5892,30,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5893",5893,5,3,2,1,2,0,0,0,70.54,45.94,58.24,1,0,98,97,99,98,98,99,100,92,100,100,97,100,100,97,100,100,96,100,100,100,0,84,0,0,0,0,11,13,13,0,1,1,0,0,0,0,0,13,12,12,0,0,0,0,0,0,11,11,11,0,1,0,0,0,0,11,13,11,11,13,11,12,12,12,11,11,11,11,12,11,1,1,1,1,50.668571429,70.5,49.3,0.07,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5894",5894,-999,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5895",5895,-999,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5896",5896,30,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5897",5897,15,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5898",5898,40,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5899",5899,-999,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5900",5900,35,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5901",5901,25,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5902",5902,45,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5903",5903,35,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5904",5904,20,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5905",5905,-999,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5906",5906,-999,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5907",5907,-999,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5908",5908,5,4,2,1,3,0,0,0,68.75,40.72,54.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,0,1,13,11,11,0,0,0,1,0,0,0,1,12,13,14,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,1,2,0,0,49.403571429,70.6,49.4,0.04,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5909",5909,-999,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5910",5910,-999,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5911",5911,30,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5912",5912,25,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5913",5913,35,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5914",5914,35,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5915",5915,40,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5916",5916,15,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5917",5917,30,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5918",5918,25,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5919",5919,20,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5920",5920,15,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5921",5921,5,5,2,1,4,0,0,0,52.01,27.48,39.74,1,0,100,100,100,100,100,99,100,100,100,100,99,100,100,100,100,100,96,100,100,100,0,99,0,0,1,0,11,13,12,1,0,0,0,0,1,0,0,14,12,12,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,12,12,12,11,11,11,11,11,11,2,1,0,0,48.072857143,70.7,49.4,0.08,12999,1900,0,1800,1005701,13300,0,12600,2400,1500,1,0,1,1,0,NA,NA,1,1,1,0,NA,NA,1,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
